IMSI,EKI,ICCID,PIN1,PUK1,PIN2,PUK2,ADM1,ADM6,ACC,KIC1,KID1,KIK1,KIC2,KID2,KIK2,KIC3,KID3,KIK3
410022233344616,27E1E5881FF8CB76913D79F8A916279C,899222333444000216,1840,63094022,9573,55773060,44627290,32577961,0040,8274FD4EADA8F7557E460B9E2A99168A,EEAA8B09DAE105191B927D016678D42E,6FBB679D4363AE672715A9BB86A33DB5,C3C1C45D45862D43D7D951B0F8434AFF,93AF67ECF16B2DD7D9E5123F5E96523E,1150D2B46529DC89CF3690DA52360B1F,E5F8EB4B0488CC6B12E80358A6A1A086,3AB796A3EDBB3A6E0534EDDE65BA0251,AAEF8A2329077E18F7B7FBD2D2A86C6F
410022233344617,A436B40F2B86837D32C92B3C5D15177E,899222333444000217,2767,24428176,3107,92181208,49889924,45038106,0080,573500B2F99BA9986833CBE6B7CC5BF6,877A08CF904B62389A6FC4DA11126B27,3EEE7ECE25C9B13DF77F04F5AF2B58C9,797F65A4B329F951A589A12A62443B60,2F2A5D54EB0C29DDF78A55DE2CB5B0D2,A9097FEB9E52993DC1550BDB2C245639,16321E21C4569C531F5350E5F57FEEF2,ED1FEA56C64921A2DB319D509CD49D3D,AED769E9535E3141B71A439E76B70B7D
410022233344618,88A37947137F0E9644EFF0617D93430F,899222333444000218,2551,62490682,8484,22339411,37651827,97315418,0100,5C5D9187EEFD9420FB1AE480146654F8,B13C53363F489A87BB362F710A57EA96,97C90CA9AAE8855F1052FCBCCD779B5E,787E4DAF58B20B4F4BFDA44FC3C3A4B1,C7D61B37BB6A9D589AEE1F0FA63A55B2,8C98F5BDBD565DA0D2FEE211A8B1D345,C335220E4A58A10DE99633C08DDBD00D,F6398429050B5C8B02558C76A27D92DA,EE9FE7C756B371C39518C8A2AFAFEBEF
410022233344619,9C4C234D5A8404189E307CEC997A0090,899222333444000219,2313,93617463,2296,32907667,98122473,51434786,0200,C4FD809B6DA5D76F8A7E5B5A213361B1,71B78A68845C78FF1D3F60C48F69C202,17CD64AB81520D448F6120502794DBAF,0078A8842A8ECB8DA9F5C3514CC94BDC,2806B5AB0ECDAA5AC13A704D0A2CC920,0905935E8922B10012900F53D5CA6995,57C4C6F4EBF89303266BC72C44D0143C,4D6A6701402EF9290DEFCA559551CC6F,CD2649B37FA144298CE3BACFA5EDFDE5
410022233344620,84AA8FC90CE70D278646A34E66274E62,899222333444000220,9335,42890298,3941,13069232,16106148,80916796,0001,512CCCC66CE089C9D43F16DDEACED318,55714476A439418D2292B75A0CF69718,1C6B135EC0A83D204E16CC4D56469B97,96843A58D9A6E2F56A86C8606429E405,0D02A7A56646D4AFF7DF28B0B31BB76E,495E3F4509284A304D4577AF7CE10DF6,1DF853FF1945A941CC68B19FBFD665F0,7A7C9B5FC075F9FCE537DEA9196A3064,A5C08FE278985AA4755A8CBA60EA4C81
410022233344621,5A0DB9FAC084837578F7912A56EA734D,899222333444000221,8271,91282337,9692,68314173,61692906,52306616,0002,F93B96C9ED77229990604369CE62A0AA,E0D5E0027FF3F58CB37638E3B6E5D3AD,A5071578F82887D2CC7BC58AD46887D6,EB238D8F3037EE8ED553F269EC3D09AE,D545B4408F5468FA8930E9DB9A9090F9,EF21215A35F4965FD246474BC6C243BC,D50B34D3E18522565EBF846881A4C108,034067DB1D33471A11FA03E2ED342FB0,93D995744DA02C581898F08AE3FCD822
410022233344622,E077DFBFAE5FE73FD1321E58173C792B,899222333444000222,5683,97744071,5252,43249654,20632602,33665880,0004,66858FE868C3D28515C35AEFD6DB2DAF,D74ECC5EB9C8D508B555FB9FD872D534,49E2987D566E17059DD43A5325B43389,6C7B63AD46F75A5270B01029D03A77F5,9133DFEAF45F228041315D967D7C671F,961ABC3C2C35C826DAD4858EBDF29C68,EACDA5839EE003D2B6766AE5F7724537,ACF4690B5C149B0FCD46C2F40181EFDA,FAEF493788F6731E43F2F4CAFE9953E9
410022233344623,AA66B12B7EC713D80386BD39BADB7E7F,899222333444000223,7672,75771425,7680,34243371,77635120,87311062,0008,32D932857380044159698DCBED1C9D6C,D7B56B0CB91978E5CC8945944319C1E4,9C29B267F17C980F2662EFF73CDFD86E,5FF88316E03064D773217CAEB10F14A5,92BB79BDD19E5843322941C3664CFA45,9306CF10B2489B4DB5B0FE010D1514F6,AF88EADDA58897DD3BE86565BD36B3C6,78D9BB5D4EBDE9DC6018633813B3EC8B,FF9DFC16F38D0588C76FEC248A8D4D44
410022233344624,EBE0E77D94FBC2C21E548C2E235274E1,899222333444000224,2126,29787346,5384,99515355,97757938,27426305,0010,7B923EC3EEA7497904D4E6555A6BFEF5,29EAF6B27B8A71429F428D1F030F8803,8BCC25D43F0081D084212C7F2CD3B76B,E21D0070B8A69B738BD19EAF789C08B8,F1101474F35FEE1A7363232D3FDEF1B6,F34B0BF1DC9C08742F32F371578E42A7,2C433DB19C60A5BF76E46A34140F87F6,6093AECBEC12B2DDFC9172736761E63B,32D5EF5F3C2AAB74E701AB9400571994
410022233344625,8F16C031FC6774D880F6DB5FA3D05B89,899222333444000225,8573,97253204,7017,75459713,44818353,70714831,0020,984DE7B3C542E9D7614AD34311878177,5069FC11E38512CC24DE0A696D0B1B51,C7F06153EB7BE6C9FE4535C8642EB3E1,1050D3F13F25C78A869E24F0530B5832,0A49E518538D3FD919E31BB981F8B368,E60E840A07C35EA73AE7059AECCE926C,BEA0818C7F82DF97EC13DDB0010CF724,8FB000379B02CD7794ADED1FD0A5B790,16BD77BB33C2C1E04FAE5E2B2E46DBE1
410022233344626,8ED4A1B09CBA4D62914D9E02070B354D,899222333444000226,1031,99463653,9248,48134405,59782663,67913014,0040,72AF31BEBC81A0A084D62FF0A44C3CB7,D8749AC1A65D47718ED3A5D75F6C47F1,4BACCEC2AD8324733D371A3B2549E091,704650553056FF4DE814EBA18E1A20C5,3E85E500D46A3AC2AD2BCB75A668404D,808605A8E7702742A12B7D4E4DF1E7CD,F73F7A65488C64D5B6CB135544CF493A,116A5349106ACD964D02E90DE4954BC2,AF3B9938E7AEBE96C7EFBFAC0ED9A6ED
410022233344627,1E0DB80C82C9ECF6FA7FEF50D0DB31AE,899222333444000227,1694,55569433,6893,37304282,95956717,36854220,0080,C4F56A8B261F40368523BA7727FA1B47,ED56E1F798FA534F48277D7CD02BBA7D,64A4ECD4FC1867F64F2261859D98BDD3,2E2B9B5B7E2F0D4FB1C03AB531F11F72,49B2E67EF678463798575CFFF16647C1,4091E92DFB044970D0CAEF710AC767DA,8D08D2F5AA589CDE746ADEDF94A5C6EC,2FC6314FA1A8537231AD141932CF68E9,05110F693863E87D358F2D5B24987861
410022233344628,5FD19DE3A4254E15A22F6707B64E86B9,899222333444000228,4792,15030292,2446,17381192,43235300,70471604,0100,5F9BFE06B9D9DB559DFA83BAFC7CFA8C,8CBE67E04FEBD864D6D8D8780ADD76AF,80AABCD32FA1E845BBF491D046884B59,185EAD446E4BCA8F79FF542095F30281,F4D6D861288C10187FB26CE5D7CD7C67,7B9B45AEC970F63E512CB0E765FB4733,A66DE6B9277CF2312A5119C2A4518777,946AD681BD5CC9BDBAE3C4C7B68B8A01,89E3C119C7E0491E23F26203323A06D2
410022233344629,F243A14E2EE907AE29714EFF58C41013,899222333444000229,3753,91746626,2123,61912621,77335060,21847434,0200,DD93D60C65E12964DEA9046D1F1E8B5E,10116C57AA1773754397B3015F6B5B52,A5DE504A8655D11D30ECCBD5B60AFCD5,C54E5ABE71B09A9ACB14F2F61E4CF461,B130AA2820306160BFFEB9CD6C592CE6,A45E368C7184D2DF14DED2DF98BCE88C,B10C25C0BE4EC77FD8CDAFB6E7D29CAB,4DB6B4A896738B7E48ECB6C82DB012F0,D995CD084B0E45D65D258877B775B126
410022233344630,E0517B1564F280AC7524FFAC3EB6BEA6,899222333444000230,2025,39255052,7668,90070671,88385397,88840981,0001,6DD22F8B81965BA7EB9E8F9EB6728B4C,83E06D3507BC07461A97FFA6A45A8692,16C809136E1AF367F5EF43D61FFF7D69,72419C7138F42CC5A3446ECDF99C441C,B02F478377447109F8C64893D0B936F1,64D7D96DCDB9253327FAF1AFC4CAD578,3A031159690C86FBC30DC4895E5918AD,093D1638538B1C8D182717E2F38BA0E9,0996D4964C1B8E134A030FF5A1DA1848
410022233344631,CF4CAB77E3B2A3A6F6CADA21B39758E8,899222333444000231,8076,60569145,7861,42168051,26018440,50701680,0002,EF4EE850E2DD49FC1C40F88FCFF018D4,CBACD6AFA94C8AC2BDBC68E79CB677DA,6C6F21C34F7B5D0A1338DA3361DC3F28,BBCD7C23AC61D519AD520A07E2C22C4F,DEB38E68C0A1F54CFFFD4AD066934C20,FDC21DBCD46D5230F861938DC69D82B4,F0FB6F477DDD51FAFBD661193386A89D,3A063686EE26C9BB3D32E7272974FAEE,1D3531D23869301E6F250E2589823538
410022233344632,AEABC729FA078A07031DDF823A894945,899222333444000232,2472,96383214,9594,53159268,12957465,85898242,0004,4E60B6F7EF1F949A94003FC3172005FB,27545EC099EA9EC154C4D1A6489B9A24,E560A1815BBF48B46C14307074FD364E,939597411CC74645197FFF2283D2144D,3E024D0D5F9B87D59AC10CC86FE02905,7F2D0709C6B6F13584C386AC0F45179B,4600E8BB48E115FAC36CA571E5D70B0A,90459C5CE80F2E545F78F976BF7F7F01,95210F0BC2F39B9029F7F4F698C05608
410022233344633,227DE4942227A6B878C45A16C9E7E092,899222333444000233,6002,11963638,6847,35213516,89248003,61463725,0008,322B7960870A3828FE5E6F7ADD3C2D50,0016CCA8385472CFC4D3E0B4A84F6602,A62A6E55AD103FD087F775544A085ABB,C5E0DE7FDA277669A858FB280335BBD2,B24562EA7F31F44D45613280E894FB94,A878D2E978CB0BDE43E155B044C01E60,ED4D9E0D954C1BBAA3D619F5172A50B1,5C0B3BC8118A85C1AB68DA738349FA53,BEE26A6CF06CED2BDE4D66FE7446A7C8
410022233344634,246A679C937DB4F318BB46FA939AB805,899222333444000234,5171,69222541,1437,81741386,87752113,14961981,0010,83AF64F55342BAD6CE6FF9B9311618D5,89A6B9196C596E730D4D6E3D23DDA7F5,D5C66333D77ED57261674F20E44EA4FC,3569CD95163226CAD793C798E59B9F64,72D2D626C97EA09BCB860201BD948AB2,A94C56C84C4B8068282E349291A48830,98A8028A805CFA0F6388E62AD2F98097,4BECDAC0CB16A405B504AC0EC0B9A599,10F7FBA30A0801AABB32100716D7AFBC
410022233344635,236BFB3477FF85C1E1ECDA1C5B5DF6EA,899222333444000235,9743,20587254,4613,67466505,13096471,69868913,0020,0067248467F9154941A97D0792B9ED60,AD92C62A60CBE605712B6572350FAD16,66E83856328429C6A3FD2FE3A7789EAC,593F97137CAA2D11AB1FB1AA0F12569B,517790E2120770D0B14F29238B02EF97,1AE046532381D10BF5766291FF0B9022,2280134CFBEFC4827BDD5C139472BEAB,DCEA373042A894F4B84C868CE7A28143,AF0C70344601B6D7E9853556DA18B7A5
410022233344636,07D324F6BAAC0152EBF3752BE775290A,899222333444000236,9510,20173949,6916,43482492,14962668,44766637,0040,B15A0518B31172B43BEE08A84A359709,A94C6B42E16B552BCC60C67A53902574,C948482F0054A53276930AB3A7739E30,0B32566C6BA0FFD3295765F31E12C53F,8FAFFC5F70C5470A4FD561B1707751AE,52DF556DCB63249D9437AB42D86D8494,6E14C540C95E4CE90500BE38DCC1020E,305DBFC1AD5EF6F4245C6D6192D3ADF9,86C1260F509B48678F87822B3CCA90F9
410022233344637,4298C48527BC7C63EEF490B6197908C7,899222333444000237,7558,58196502,7727,74642920,91192562,68474353,0080,213EFEC27B14EFAA27B8B84DDDBDDDE2,9F51AACCD3D5386FA47E88464180DCD7,E0F2A1A007E0F9517142095259312A45,0BD3FA60FF828B8A576869ED0FCAAABC,272576078AA65066FC040191C293F017,F94AF667FC85067C49CDBC6636576101,019C40B60AB2BA85A04EA355EBEC648C,8A1453430D0191FCD71A5D5D163D6BC8,2C2FEDB94B16CE903E8498EF19EF06BF
410022233344638,582CFB971450A14E7B6C8B530D038EEC,899222333444000238,8524,73610831,9593,88092738,44787583,88593666,0100,49BD4E4B58FB0A379740E1B3079959F3,F15FFA31CFC5C1A8A01FB1BC8CF955F6,B4D570BB30F0CBB77F049B4CB4685829,123E183B2C216B1AFD4C622CA2B98036,12F6B3F51F4F6AD77B71FC3F385713FB,523E00D5BD77479254E7DB23FAE6A5EA,BA0B6F40F8FED55443ADC0905869EAC2,D3CF4A79F33AD28EEF9408632171D84C,7D04FE3593FC58FA7B8C46869FF041B0
410022233344639,F98419C2D62207333AAE4D91E13B8DB5,899222333444000239,8851,58933530,6906,97779584,11715074,99341206,0200,DC24C9CD81E43DF8C478677D165F7C1D,24EA1CD2D6FD76C76F379B85A79992FB,284F64039DF692FD2D9F4ABB65D5E117,E7E07916446D639092827437DB6A2A02,DD9FEC30DD16D456B1A7A34302AC9C81,2E1F774E947B8E7E866E6792EDD0310F,BB5555B3D2CAAC24993D8C5A828D3CA9,F21A0713074CB7039FBF6478AF3ADB08,F8B6CC7AE4D3217C142F0F336908C37A
410022233344640,7B055205680353D35B3B2F4CF96799DC,899222333444000240,2286,48853061,4195,52555499,95512975,68628582,0001,C5B4589D38C519D140FBF46ED3F7DE86,BA7F8870C2C8866FD6187F0D29679557,F71AED7E05E3B60FA9BE65C57667953E,BA5D83D09DC7D294F0774BB1AB20930C,71E73E15C7C367C1A6CD39B5DD17EEF5,4C107CD9BB333AA0C15FDF880451B5F1,50B68CD48C4EBE364C517446C4B1AB9B,1DD88BF8218C7EC05280604376A82134,FD5CCE19D04C4B6FF0544A4310A5B83E
410022233344641,4C4BA51D28591054464C35CE3F21EC03,899222333444000241,4226,51396317,9221,71332139,62505885,93888101,0002,868B2A176CFEAC430DEADDEE5042200B,D642C99F0E2A38559C3C8DA84688D8EA,4CD450FA80BDBC472CA76D71E74A2636,9713DC7494C4C2D904A7C926AE8A765C,75705473A8844C39AD9878F982C28688,4CDFF8F1E30BC53BD7E1E487D6B2DF9B,6F6B18B38B167BAD7D7A89092F0534C8,408B8889580C48EF06BFFB351C5010C4,3BFAA4749DD465E56630151DAE2EAF41
410022233344642,A31D29F247076E200F7BABC175B20751,899222333444000242,8002,14774039,2662,94409269,43871910,43317457,0004,3CF35122BBC9D33F255CF5AFFFC0BA76,8AD874A20319B9D33E238E9182EED586,04103F74D387AEDA4E3C564B730A1BD8,5B16163AB370922056339A27A1AC2904,13E2471F4726C3BA9ED7C75F7AC3E04F,6A305BA64F91B3A854FB4F9B659981CF,B114D7FCE28B7CC0E89D306D33D76C30,1C0F32D63C815C8DFFF492FB3A2578F2,9FBCD4D322E1A5F06FD70A36E8DF9031
410022233344643,AC7DC26447DC878D776AD058A65449FF,899222333444000243,4664,79077354,4483,84696955,83200632,90832275,0008,EDDC9BD28B71B6252929F36385EB16CD,760DC02FFD62CDF58BFDC6ABD0ABC412,5920292F838CF1013A1EFB5C6E1E4AE6,1EFD81BD1E3E73521C449EEF17F6C43D,6A03D3E2CCFE116F8864C0AD213275FF,3D9145B6D1856F9BF247DB28889AC87E,375C2269A43AB2EDBD640462A22C14E3,5C1256DFC3FC433E7C01FE164FE659AD,7195AD1593877EA69E9E08AF683FF216
410022233344644,70F06F46BA9F2FD3E5EDB72CC0C517B1,899222333444000244,1075,53038116,3495,56314079,51837378,86696484,0010,A98B46B0352A44C2EFC637A5252D8428,2D587E785F85983FB9474F448E66C1B8,830D02247EAE47102C2A06ABE3995A1F,916FCA4E5DDA1E984366CE54E0C51222,1270AC42FE14416F9695A7DBB4ED7581,B6F667E97CA60CFD7A2CABACBB6314E4,E3B7E1F6A0935CFE55903F0A996FCB48,C16AF83C64B4397334F1A653350FDF0C,EB7F4755526D7493896D032C328EBEF5
410022233344645,A15614592D12FFDB778329A5B02B6725,899222333444000245,2910,85795773,5475,62682039,81020538,81647137,0020,94899493057B28558D2240AA8C3C5AD0,C085736A231B6EDE4C41CE7C5C2831BF,E9451E13E937B7E2BA09F38F1D7A29B1,39FFE173E38EC6A95ABB45C1865112CD,03E306B920D8751EC74C0A333C07C006,6478D994CDBB52E4B96EE1C6D07EDF5E,9741E613578BF6CCA339C5B01B9A9EFC,F43B3655C3CD66D997C83B19B7A81514,8501AEE8A81C0227771D6E88CD30FB49
410022233344646,7D257BD43135F9863FA6A31AE6303B68,899222333444000246,4242,42393998,2008,68042492,92035412,82244981,0040,8B84E724A9D232B3BA45405995D7E200,CE76884CC13DC6932635BE498746917B,AAAA045DC56F965827858EB90FE57A60,9DAE9A3586845F7BD794AA3AA70FC43B,153FDF54888E8D6A3B8D59BB86DC4A00,4769502D97111F4700881ADC465D23A3,D71A592B951566A3B6156F7CF6CAA619,377D31735413F4B5E8B78C7B479A4C5F,334F7018DADAA35A82525953884F5F5B
410022233344647,BF437233F7D1A8FA27E570813232AB7D,899222333444000247,7512,37696189,1492,50013240,91894856,66053642,0080,E4980D47330484CD6362C94E72310D44,839D30C2599941A8F718B8CEF616112C,091D619ED8CBD30BF0983DA14E77E2FA,7ACE5243AC5D370F5ED26D49C0D23532,CFFB8F44DFFB404DF2F72ACA5787E783,3FF9B1FE1E0CB2A51B6DEBB92947E568,114EC317886578BF3D5DE23763B01013,AEF6A0D0BAFCE3918593B1F28C26734F,7277317646F09807064D3CB91FC603D6
410022233344648,2BCBB9702A9339C8FA984B87A656FB7D,899222333444000248,7568,77382193,9880,17635216,38037125,54531313,0100,84444BC3AA1DA96C3D5CD2A0B25AB082,010C3396FE684C955A4807F0CAF0373A,8911CE0B157F1F358B7C23FF70097613,4BE0733650D7A9201CBAF2DC0BB3B463,291F8F586D3BCB5281C54ABA17F0F115,BDD2DCF77691A8A2C3B8F53476F34E1C,317F4E7C3F7A0DC8CFA7077C96874137,F888070B83A69859CC4604E5F59FA715,932B1924F01C90680B067E77F4755792
410022233344649,CB91D3EAC09E0A7F73580F8F7B5EEC59,899222333444000249,6719,71870591,1995,93100750,45409810,81722557,0200,917E03BF61B055B11C7305AEC5D402F3,7085E4371B4FAAC487C864F35E4CB8AB,D9CC84A414643344987587720826F9DD,6754ABD533C8BAE5CF824F4142FED913,BB46BE23FBA39BFCFC78D38D7B556064,026030692266B1A4E64FB9AA9FB34500,7297DFEBD2F3241EE41D41FA1857AC70,C3460051E373C4B85B567EF89A725C86,B2ABC2D44E628FEC3463BEB50620647F
410022233344650,7C9028D87ACEEA0B041789F2EF863C12,899222333444000250,5244,21044281,8672,18217301,79445426,52518745,0001,7CCC73A54AE7A5279A38070A49736508,0EDBDBE2533D1F6CB4CABF5661BEAB1D,EA52BB3D173D5AF51829FFFFD0ECF275,42D626A235B6E0F3D2B9CE1599B7D244,8FDB698EB393F6DCD268541DE13B2205,A221725591877EBB1D2DB069AD732095,C3946A9E39FA04EBAF466C8DAF10566B,0295E2397D4953068FC9E00AA790A1AA,6D8F5A06EE0DF814EAA1A1EC80F41687
410022233344651,B18E66780438DB3718F8801F38B5C39D,899222333444000251,3271,41235881,1128,72446628,93474264,71731969,0002,3D6691D03B2ED0263F451389B82BE7BF,CC58F096A673A7015ECA1BDC60EBED20,C3AA7A48E13FD0B785CEC72EE139CFC7,5032EBDA73CE96F01F441584AF8F3850,DB90521B9C9775091B9A96E5167582B7,BA541AF72062023BF854E9EEBAD4D085,056EB81B158A41F22E82E808609B99A9,87DD693AD1A4A7171767AD851BFD1588,51C60116C97DE0C7013AC6CDE844B80C
410022233344652,AF3E42AB2B6E4C8F95D6FE87242E1A7B,899222333444000252,1847,60200966,4548,99389025,84550464,28973542,0004,A9E19D6756FFB0AFB123E94D4FE7281D,897D2524B406847ECE0553949200B6DE,B9B4B2204993256F82B12A9058812183,37CDFE587CA1F9DC0C1D622388C1BDB9,B0C1D9873296EB5195F9D8D8F054A224,5D28ED325C9F5C19084F8E47D7E82903,F6F3BA5F95831A8C06E546356C7E7056,E9014D8D3B339670A412F2D5177071D3,D2CF5561F77F4F6E301E29D8057ADAFF
410022233344653,BF9B8AB0848A5040AB8640C3014F8F0B,899222333444000253,8916,10360117,4813,38098314,22308178,95620837,0008,0A95EDEC73A6B2098D5AB1FC0C194153,391CF73955BA71B329AC52B1649C65A2,EA7A1E5B2F9073EE8038923BCDEA246B,29680E3B02FD470B2949AFC15F038B83,9AF670EAF538316FAD1A6464E9E1E568,3F8F08AE90C3E2FBB8A64DF2E38C2992,AB4065E354B85A2DDF49EDB7AE576A39,E3C8645750579FDF5FDC1F9A44F8EF24,89A8056DAFA22D099DD63003C96C228A
410022233344654,A24583048D33CA3B3A3D6BF81B53D7D6,899222333444000254,9609,61562602,5998,60433037,10138993,22972058,0010,A348337FAD81545F466F94532E6DA50E,2C577CB80A491B64103CC2C58958B892,C5A0F9A215C880D1D50D801AF184785E,30C3B2ADDDE3B315DACF6864E7C2064B,C13DDEA3DBB2095C9188E4035F0A9171,5D8994DEB5348264F0A327E65035419E,61360EC6534719A8D278B84500CA2088,C26892D04D611F1D9BA572FFAE05B7C8,D28F3D1C38554140D3C92CE068A377DD
410022233344655,8A071B9DFE9BE5A0A2B2F65753813D60,899222333444000255,8326,87536421,3414,40067616,60579652,49535389,0020,80F9F256F75CF2DCE5CCB849FB9076BF,9F5F7A3185DA7256C014FD0BA7F25FE4,276E024E73B571C9122532757AE1E4DA,BE4A454E26ABB796BE1587F6D58E2C07,82CDF1D85CC1E8CE9252A360517F2E3F,75537EEF6434A893320AE393F23F2D4A,233A56CD2E099F3061DFC1C9898F9C92,892B4637CC86A3E25943425FA164E732,4E171B6DE68B3EEF2A1076D2423CC167
410022233344656,497589E35F48CB2CB2ACC259B202EEEF,899222333444000256,9902,83531999,3229,62662975,38236144,13123036,0040,2D1388AC3DC9EAF4511D605D5DA1B5AA,066771A0F688B8A529C0B1067DAA9766,A0B3FB0664B2EC73D9757D53C3CB6484,178DCC4036444CAB6F9CD4CDBDD8EBBF,BADE763FBA3878E9F9CDD990172830E6,6BBED3248C9DC52B9E4E013EC5C511A1,8FFA19731B3EEFFD191AB1C832FB03A0,85C8C72BB169D5ED54FA43CFAB86B83E,3FC41F7522C8F45482A628EE7EC92300
410022233344657,11F9E4373E5BB12E581D68857536F5A9,899222333444000257,6901,41676838,9228,24786926,76118669,37291563,0080,DE3E151CB6347749E4E6D2EA60506C49,BDBC3B6F45E619595665180BD943D434,7ACC7B44C0682BD427F79BA3E39F8A16,91FB4C8CBEDC8625B6BA8BD1D797F3AB,E6E503985C611799AC2A516523D64C99,BD4F6A466B4080E2FE93AEEDAA78F5C0,F3358940C8CF30AAD3E7FE3889BBB744,A9E603840FB26530766FFC2B5BA28B5C,26B4B2B86C74F819F8B9317EFED342E8
410022233344658,35A501CEB3AEBB745E003C71E3E4A83D,899222333444000258,8860,64337107,8727,71675859,15014573,50143883,0100,D79004E6E192C828CC7B75FC140F9546,CADB0541A8B993D4119867F970765459,ACF3FF2BD927E9E561BCB7F477B238D6,30B25A5EBA3907A1682E7492B800684A,DB9AC66FB11F8011FE0383151F4F4D00,5BF1A4C6C72FE7B8B1145D55CA41D63C,544F60239DB484DF41DDB9DDB0627385,1E176023B84F58FBCB8269FD7D38683E,98468DFDDB349E68291DE879FC318436
410022233344659,DB66B1FD7EDB2D3391D7818C96D25104,899222333444000259,5235,82905480,2486,53334606,44663945,14535030,0200,7D76AED9844970EBD5D155FD02E2EE7F,746A0D4CE6286B4EFFF512670746EDD4,D79BBE97778CD7B19FB38C7E7474E06B,2A45DE37EB65451C72FA68DC7AA06AFB,77A56DC2C083030B4EC4BFAD0861D510,7E233C64FE335FA355FE76A419AE1C11,08476E484CCF68059EB26F687CFEA324,9B375F7F6A10A9BD7680AE0B20C1CB11,38C30718F48F03344CA8A1FE6C5FD597
410022233344660,E508ED9D40BFEBE4DA7636E716988D1C,899222333444000260,2879,51659644,6431,37473963,97342920,77630003,0001,FBD015E069183BD982AAC21299450DB6,DA59C50B90A47B4C5E28BCFBB78C98C7,C6EC6976CF673CC64461EE513A1C5DCC,31A4633712BF24F18460CBA83A8C2849,C7B3D6FFC03E6119A9B3FDF4583A6BED,C5AF7650738142803E65A4DE686718EE,037F83BC1EAC487CA1F7830BBD777BCF,FD2736DD3111CB3921022024EB89F39A,F4E6C97B6A2A5389C3EEECB965589414
410022233344661,008722F015990200CE1543804B86E023,899222333444000261,4603,87333055,1818,99757977,54929084,54516808,0002,AC035ABE200B4398F3EAFC2E1A933260,34D846D5C76C7ED50153E9860639F407,F54C46B9B214333212274DBB7EC0C10C,BD54E7146B109694FDB16F5CB1FC371D,BC5FF247D631E9D070FAFA3D0E0AAFA3,9BE5F5F0D73504BA59D61AC578E24DC1,092EB397F1D8D6997A18A3B5B9EA6BD4,A82878169B2625BF5BE47604418108F0,C7774AB2FE238EDBCAA2C722D9E8E9E0
410022233344662,BF3B4A20986ACCDB1A2F67C91AD9EFA9,899222333444000262,5276,56684654,5929,71209788,33079983,39203918,0004,FB1A1534DCC2D0154D6CFD43186E70A0,56E700820DB74F5B367A68A0BC1EE799,E641F6F813908C1CE3E6644700AD29D1,7495E503761373D92AE567CF45396899,33EC93F7F20D4A96336DD6EEF97C0BF0,8A4D81E8D3F7C037FF1DCBDDDFCC1974,F54635F1D88EA93062DEC21E1FE0FD2A,2A05395A7314FDEE519C7711CF467163,836754E8351F1F4DB5FDE1BEA935FB1C
410022233344663,7165C0F019331D3CFFB2662B0016F238,899222333444000263,9778,86248085,1188,61867612,29885031,30683267,0008,25294BCE5F51A7C2B3E09622B9008C6C,72F51CBA412E6C034DA4D963EDF66D78,2CFE13A65EB06E83A914A161AE622280,5FD418A76A7AB97AAF03585261C79394,033B83012225941A3F9A87473CE357B2,4BF5B8604FCD506DBAB595BD7071CF9D,B5F75096402AD89C1DBD86717A329ECC,386F64408C55555E27DE87843E8242CC,1E6760CEFDFFF8FEEB6A8461092583CE
410022233344664,7205FAB68AC66C35C9350F47CF1A5AD9,899222333444000264,5361,32903297,6432,79955314,59859183,62305389,0010,ACFFF7A3A060CBCCCE2688430E35C27F,0208778B0383C3545ABACA2B630A913A,92C9676D34756238ECC0CD10C1F612CD,F8187D71357DF1DB3CFA00ADD7DC0BD6,86EA23703D2E9CC50C23055DEBBACD62,0FFF5C99CE594B279E205BF54CE6C874,8BEA2A0EFD8FBF1DD01F8EAAF8134DDD,8F838E853517BE3B7D83C85D7298EC18,483E527CF58B3086001FCE32A33DDB1A
410022233344665,480AA4A81D0C4F848664163CA9E2C8C1,899222333444000265,6751,81491681,8242,27282458,64418336,65035715,0020,2FE642D06E9CB2EFCB4078B12DEA0FE6,759C4A8D143F31491EA6B4BEC231266C,72B4AA61F4D7050F14EC64844F4C443D,8D3EE60D6F3E7AD4A0824A4A1C738E02,8C977D18004B269D9D9679EDC774C389,611DF7B63D6D7A9C1AD30111C33460BF,A78F845DDDF8EB23CED6A14D66442F78,48C16633B38FBC538794C49458C53CE6,593F00E1F301AC3DA3FA543486987FBE
410022233344666,601E1A4DD9A79D7F8ACE9BFD7E4C0480,899222333444000266,8509,48308904,1519,90484907,73385179,45766064,0040,7912DD61F5B68207D464BBB8BE1B8FE6,6BA648EA6CCAF1149BC54CCB5A6E5BA6,D8DB02249D126C5466746D3223EB9C98,0AA91557C0AAB929A54AFA213FC3F960,F0CFCFBA322DC5E5369F6626004B70BC,0802477F07F09A139AF5209AEBAD1808,6383183BBB349A81331EC96B560599FC,60B062270394AA312C3E085029199C8F,7DD04045F48BA04690D92435C201B892
