ICCID,ICCID1,ICCID2,ICCID3,ICCID4,ICCID5,ICCID6,PIN1,PUK1,PIN2,PUK2,IMSI,IMSI1
899222333444000282,899222333444000282,8992,2233,3444,0002,82,6056,61456020,2665,55279399,410022,233344682
899222333444000283,899222333444000283,8992,2233,3444,0002,83,4199,51298747,8983,49642147,410022,233344683
899222333444000284,899222333444000284,8992,2233,3444,0002,84,2744,14039627,9800,33661387,410022,233344684
899222333444000285,899222333444000285,8992,2233,3444,0002,85,5151,37629752,1718,71155961,410022,233344685
899222333444000286,899222333444000286,8992,2233,3444,0002,86,3419,28357374,6050,13797595,410022,233344686
899222333444000287,899222333444000287,8992,2233,3444,0002,87,9304,18534023,3219,78071797,410022,233344687
899222333444000288,899222333444000288,8992,2233,3444,0002,88,1540,79346333,8137,71995520,410022,233344688
899222333444000289,899222333444000289,8992,2233,3444,0002,89,5756,55308437,1839,92107058,410022,233344689
899222333444000290,899222333444000290,8992,2233,3444,0002,90,5625,82033068,7189,12449779,410022,233344690
899222333444000291,899222333444000291,8992,2233,3444,0002,91,5707,83229595,2076,88523538,410022,233344691
899222333444000292,899222333444000292,8992,2233,3444,0002,92,2870,80156413,7537,45311389,410022,233344692
899222333444000293,899222333444000293,8992,2233,3444,0002,93,6311,47133405,3416,93090391,410022,233344693
899222333444000294,899222333444000294,8992,2233,3444,0002,94,4824,84957070,3808,37335111,410022,233344694
899222333444000295,899222333444000295,8992,2233,3444,0002,95,9074,53726945,5537,50707245,410022,233344695
899222333444000296,899222333444000296,8992,2233,3444,0002,96,5483,92708358,7737,20663104,410022,233344696
899222333444000297,899222333444000297,8992,2233,3444,0002,97,6792,87710689,7203,81209153,410022,233344697
899222333444000298,899222333444000298,8992,2233,3444,0002,98,9359,28067804,3303,15159337,410022,233344698
899222333444000299,899222333444000299,8992,2233,3444,0002,99,6184,61781501,7113,50625412,410022,233344699
899222333444000300,899222333444000300,8992,2233,3444,0003,00,7154,98665048,5848,34049273,410022,233344700
899222333444000301,899222333444000301,8992,2233,3444,0003,01,9062,46842790,6130,20195560,410022,233344701
899222333444000302,899222333444000302,8992,2233,3444,0003,02,5325,78685789,2695,22480185,410022,233344702
899222333444000303,899222333444000303,8992,2233,3444,0003,03,2429,80935102,4831,62123757,410022,233344703
899222333444000304,899222333444000304,8992,2233,3444,0003,04,8079,10854611,1320,27866676,410022,233344704
899222333444000305,899222333444000305,8992,2233,3444,0003,05,8984,78776160,9398,77749501,410022,233344705
899222333444000306,899222333444000306,8992,2233,3444,0003,06,7413,88217937,8529,39934666,410022,233344706
899222333444000307,899222333444000307,8992,2233,3444,0003,07,1278,18461457,7381,65322520,410022,233344707
899222333444000308,899222333444000308,8992,2233,3444,0003,08,9048,24134338,2846,57978559,410022,233344708
899222333444000309,899222333444000309,8992,2233,3444,0003,09,9311,75502230,9584,96278478,410022,233344709
899222333444000310,899222333444000310,8992,2233,3444,0003,10,2671,48446657,4960,25351515,410022,233344710
899222333444000311,899222333444000311,8992,2233,3444,0003,11,5353,23719796,6544,83206453,410022,233344711
899222333444000312,899222333444000312,8992,2233,3444,0003,12,9578,72034310,5759,61429871,410022,233344712
899222333444000313,899222333444000313,8992,2233,3444,0003,13,2343,48771936,9808,86516845,410022,233344713
899222333444000314,899222333444000314,8992,2233,3444,0003,14,2913,36375528,9443,91431943,410022,233344714
899222333444000315,899222333444000315,8992,2233,3444,0003,15,3821,15445122,6629,30981597,410022,233344715
899222333444000316,899222333444000316,8992,2233,3444,0003,16,2240,58702998,9391,39900086,410022,233344716
899222333444000317,899222333444000317,8992,2233,3444,0003,17,3885,12829531,4437,44922563,410022,233344717
899222333444000318,899222333444000318,8992,2233,3444,0003,18,5287,81088450,8691,31592785,410022,233344718
899222333444000319,899222333444000319,8992,2233,3444,0003,19,2845,75774583,6911,79585392,410022,233344719
899222333444000320,899222333444000320,8992,2233,3444,0003,20,7204,93827123,5316,42480215,410022,233344720
899222333444000321,899222333444000321,8992,2233,3444,0003,21,9052,99982855,4540,67249297,410022,233344721
899222333444000322,899222333444000322,8992,2233,3444,0003,22,3231,26541446,7358,11781177,410022,233344722
899222333444000323,899222333444000323,8992,2233,3444,0003,23,5210,36606374,2322,24028765,410022,233344723
899222333444000324,899222333444000324,8992,2233,3444,0003,24,3555,95018662,5740,12682643,410022,233344724
899222333444000325,899222333444000325,8992,2233,3444,0003,25,9430,32319095,5432,54468673,410022,233344725
899222333444000326,899222333444000326,8992,2233,3444,0003,26,4836,10939836,9196,74974919,410022,233344726
899222333444000327,899222333444000327,8992,2233,3444,0003,27,6403,85652519,2121,87776314,410022,233344727
899222333444000328,899222333444000328,8992,2233,3444,0003,28,8732,63154986,4969,43221359,410022,233344728
899222333444000329,899222333444000329,8992,2233,3444,0003,29,1387,96343633,7033,11703293,410022,233344729
899222333444000330,899222333444000330,8992,2233,3444,0003,30,2965,17686964,3902,33145749,410022,233344730
899222333444000331,899222333444000331,8992,2233,3444,0003,31,5834,62943608,9815,80237182,410022,233344731
899222333444000332,899222333444000332,8992,2233,3444,0003,32,7995,64821482,8270,63127544,410022,233344732
899222333444000333,899222333444000333,8992,2233,3444,0003,33,4893,57970349,4032,36629037,410022,233344733
899222333444000334,899222333444000334,8992,2233,3444,0003,34,4994,25193965,2802,49648236,410022,233344734
899222333444000335,899222333444000335,8992,2233,3444,0003,35,4036,38505572,9783,96489622,410022,233344735
899222333444000336,899222333444000336,8992,2233,3444,0003,36,5871,41975718,1915,45617671,410022,233344736
899222333444000337,899222333444000337,8992,2233,3444,0003,37,3127,54980075,6651,60095267,410022,233344737
899222333444000338,899222333444000338,8992,2233,3444,0003,38,6910,22357199,4615,18987683,410022,233344738
899222333444000339,899222333444000339,8992,2233,3444,0003,39,8491,34493173,1376,14146699,410022,233344739
899222333444000340,899222333444000340,8992,2233,3444,0003,40,2430,95300580,2108,41880457,410022,233344740
899222333444000341,899222333444000341,8992,2233,3444,0003,41,8648,28277844,1922,20123677,410022,233344741
899222333444000342,899222333444000342,8992,2233,3444,0003,42,8152,82055136,1716,70287479,410022,233344742
899222333444000343,899222333444000343,8992,2233,3444,0003,43,8232,31631177,3206,80490011,410022,233344743
899222333444000344,899222333444000344,8992,2233,3444,0003,44,7833,83646079,8741,53134105,410022,233344744
899222333444000345,899222333444000345,8992,2233,3444,0003,45,8784,85025206,6727,95256523,410022,233344745
899222333444000346,899222333444000346,8992,2233,3444,0003,46,6275,41389592,3516,69657837,410022,233344746
899222333444000347,899222333444000347,8992,2233,3444,0003,47,4601,84226925,2119,95700773,410022,233344747
899222333444000348,899222333444000348,8992,2233,3444,0003,48,7740,78711569,6307,33852626,410022,233344748
899222333444000349,899222333444000349,8992,2233,3444,0003,49,9042,44649312,7539,76749515,410022,233344749
899222333444000350,899222333444000350,8992,2233,3444,0003,50,7271,48842824,3939,65303376,410022,233344750
899222333444000351,899222333444000351,8992,2233,3444,0003,51,2798,47227209,7542,90342201,410022,233344751
899222333444000352,899222333444000352,8992,2233,3444,0003,52,2184,68389480,5323,10668111,410022,233344752
899222333444000353,899222333444000353,8992,2233,3444,0003,53,9377,37099634,1611,36873752,410022,233344753
899222333444000354,899222333444000354,8992,2233,3444,0003,54,7654,32821583,8737,96340726,410022,233344754
899222333444000355,899222333444000355,8992,2233,3444,0003,55,6648,35602807,7395,30418160,410022,233344755
899222333444000356,899222333444000356,8992,2233,3444,0003,56,2442,96527090,4762,31748393,410022,233344756
899222333444000357,899222333444000357,8992,2233,3444,0003,57,7701,70211946,7768,29634068,410022,233344757
899222333444000358,899222333444000358,8992,2233,3444,0003,58,1893,55216041,2074,82319784,410022,233344758
899222333444000359,899222333444000359,8992,2233,3444,0003,59,4728,89551217,6830,36339467,410022,233344759
899222333444000360,899222333444000360,8992,2233,3444,0003,60,7381,49573620,3471,22124041,410022,233344760
899222333444000361,899222333444000361,8992,2233,3444,0003,61,9468,60726755,1626,66592156,410022,233344761
899222333444000362,899222333444000362,8992,2233,3444,0003,62,8117,34389794,5122,71975490,410022,233344762
899222333444000363,899222333444000363,8992,2233,3444,0003,63,9671,24527772,6834,61750056,410022,233344763
899222333444000364,899222333444000364,8992,2233,3444,0003,64,8106,45570561,9905,30942363,410022,233344764
899222333444000365,899222333444000365,8992,2233,3444,0003,65,5169,71903197,3325,90899450,410022,233344765
899222333444000366,899222333444000366,8992,2233,3444,0003,66,1639,30821367,8239,19186090,410022,233344766
899222333444000367,899222333444000367,8992,2233,3444,0003,67,8250,33705714,3679,31711324,410022,233344767
899222333444000368,899222333444000368,8992,2233,3444,0003,68,5006,95254596,6115,73600143,410022,233344768
899222333444000369,899222333444000369,8992,2233,3444,0003,69,1062,81985620,2307,66029490,410022,233344769
899222333444000370,899222333444000370,8992,2233,3444,0003,70,7095,21716234,6287,97848943,410022,233344770
899222333444000371,899222333444000371,8992,2233,3444,0003,71,1987,15820516,2123,16643278,410022,233344771
899222333444000372,899222333444000372,8992,2233,3444,0003,72,5269,35316621,4309,99414287,410022,233344772
899222333444000373,899222333444000373,8992,2233,3444,0003,73,8398,79550679,4200,61338536,410022,233344773
899222333444000374,899222333444000374,8992,2233,3444,0003,74,1353,61228942,1072,60508754,410022,233344774
899222333444000375,899222333444000375,8992,2233,3444,0003,75,3702,98137499,1395,55604942,410022,233344775
899222333444000376,899222333444000376,8992,2233,3444,0003,76,3317,16068644,4617,47920370,410022,233344776
899222333444000377,899222333444000377,8992,2233,3444,0003,77,3653,54755075,7196,81445326,410022,233344777
899222333444000378,899222333444000378,8992,2233,3444,0003,78,8670,49318691,9498,79055698,410022,233344778
899222333444000379,899222333444000379,8992,2233,3444,0003,79,9781,85070915,4846,10121875,410022,233344779
899222333444000380,899222333444000380,8992,2233,3444,0003,80,1030,55130551,2360,16637088,410022,233344780
899222333444000381,899222333444000381,8992,2233,3444,0003,81,9149,85132908,2711,23948792,410022,233344781
899222333444000382,899222333444000382,8992,2233,3444,0003,82,9427,14416468,2031,33605503,410022,233344782
899222333444000383,899222333444000383,8992,2233,3444,0003,83,3381,31674272,5100,32047837,410022,233344783
899222333444000384,899222333444000384,8992,2233,3444,0003,84,3959,92819454,8740,24182042,410022,233344784
899222333444000385,899222333444000385,8992,2233,3444,0003,85,7370,26773213,8608,49219901,410022,233344785
899222333444000386,899222333444000386,8992,2233,3444,0003,86,6415,12622124,7347,32711851,410022,233344786
899222333444000387,899222333444000387,8992,2233,3444,0003,87,7120,14421306,9744,29166900,410022,233344787
899222333444000388,899222333444000388,8992,2233,3444,0003,88,5917,44472409,5930,10722912,410022,233344788
899222333444000389,899222333444000389,8992,2233,3444,0003,89,2794,70926585,3934,45768524,410022,233344789
899222333444000390,899222333444000390,8992,2233,3444,0003,90,3674,57560802,7648,65947214,410022,233344790
899222333444000391,899222333444000391,8992,2233,3444,0003,91,1388,37227441,5448,14009084,410022,233344791
899222333444000392,899222333444000392,8992,2233,3444,0003,92,9996,44266803,6772,97861411,410022,233344792
899222333444000393,899222333444000393,8992,2233,3444,0003,93,9946,70883609,3183,61168578,410022,233344793
899222333444000394,899222333444000394,8992,2233,3444,0003,94,1871,24624920,3758,47194392,410022,233344794
899222333444000395,899222333444000395,8992,2233,3444,0003,95,9748,60126415,7637,87473615,410022,233344795
899222333444000396,899222333444000396,8992,2233,3444,0003,96,8809,47901795,6964,11313303,410022,233344796
899222333444000397,899222333444000397,8992,2233,3444,0003,97,5275,85257374,5939,16407759,410022,233344797
899222333444000398,899222333444000398,8992,2233,3444,0003,98,9681,36695607,4848,93725689,410022,233344798
899222333444000399,899222333444000399,8992,2233,3444,0003,99,3964,59365870,6191,52343845,410022,233344799
899222333444000400,899222333444000400,8992,2233,3444,0004,00,2166,88765744,9941,34189413,410022,233344800
899222333444000401,899222333444000401,8992,2233,3444,0004,01,7901,67711697,2386,62869682,410022,233344801
899222333444000402,899222333444000402,8992,2233,3444,0004,02,4669,22694610,7745,38177349,410022,233344802
899222333444000403,899222333444000403,8992,2233,3444,0004,03,9197,63419724,2714,44876541,410022,233344803
899222333444000404,899222333444000404,8992,2233,3444,0004,04,2226,59608769,4419,16688871,410022,233344804
899222333444000405,899222333444000405,8992,2233,3444,0004,05,4238,71052949,3177,55505045,410022,233344805
899222333444000406,899222333444000406,8992,2233,3444,0004,06,9681,20804817,6577,73060020,410022,233344806
899222333444000407,899222333444000407,8992,2233,3444,0004,07,9972,20437722,1058,59385287,410022,233344807
899222333444000408,899222333444000408,8992,2233,3444,0004,08,4484,76920677,2790,25555633,410022,233344808
899222333444000409,899222333444000409,8992,2233,3444,0004,09,6880,94357671,7247,62573719,410022,233344809
899222333444000410,899222333444000410,8992,2233,3444,0004,10,1343,73142816,7147,26179225,410022,233344810
899222333444000411,899222333444000411,8992,2233,3444,0004,11,9222,97529288,9347,22875281,410022,233344811
899222333444000412,899222333444000412,8992,2233,3444,0004,12,8328,39196226,1337,25098286,410022,233344812
899222333444000413,899222333444000413,8992,2233,3444,0004,13,8715,55711276,9041,15445351,410022,233344813
899222333444000414,899222333444000414,8992,2233,3444,0004,14,1115,79592622,4893,33882276,410022,233344814
899222333444000415,899222333444000415,8992,2233,3444,0004,15,9830,61703466,9722,34033204,410022,233344815
899222333444000416,899222333444000416,8992,2233,3444,0004,16,8921,41557557,1711,39691171,410022,233344816
899222333444000417,899222333444000417,8992,2233,3444,0004,17,4477,44082925,1833,23999137,410022,233344817
899222333444000418,899222333444000418,8992,2233,3444,0004,18,9464,82094928,2613,17230196,410022,233344818
899222333444000419,899222333444000419,8992,2233,3444,0004,19,6099,30773146,7170,55547652,410022,233344819
899222333444000420,899222333444000420,8992,2233,3444,0004,20,5594,75284305,9865,78570077,410022,233344820
899222333444000421,899222333444000421,8992,2233,3444,0004,21,2915,63674026,1967,66801283,410022,233344821
899222333444000422,899222333444000422,8992,2233,3444,0004,22,5092,76437405,9321,98846267,410022,233344822
899222333444000423,899222333444000423,8992,2233,3444,0004,23,2917,54418170,8962,11833560,410022,233344823
899222333444000424,899222333444000424,8992,2233,3444,0004,24,9199,56184528,2799,26855483,410022,233344824
899222333444000425,899222333444000425,8992,2233,3444,0004,25,4034,42677789,2470,78416750,410022,233344825
899222333444000426,899222333444000426,8992,2233,3444,0004,26,2687,42541812,8422,89969556,410022,233344826
899222333444000427,899222333444000427,8992,2233,3444,0004,27,1956,24220255,1002,54002137,410022,233344827
899222333444000428,899222333444000428,8992,2233,3444,0004,28,3173,31878644,2433,29155476,410022,233344828
899222333444000429,899222333444000429,8992,2233,3444,0004,29,7236,69446544,9335,98996926,410022,233344829
899222333444000430,899222333444000430,8992,2233,3444,0004,30,5312,38415592,4118,67021472,410022,233344830
899222333444000431,899222333444000431,8992,2233,3444,0004,31,8864,51248457,5387,75114098,410022,233344831
899222333444000432,899222333444000432,8992,2233,3444,0004,32,8446,61347478,3275,16921186,410022,233344832
899222333444000433,899222333444000433,8992,2233,3444,0004,33,4183,85744087,3481,28181043,410022,233344833
899222333444000434,899222333444000434,8992,2233,3444,0004,34,2823,11899508,5847,59415983,410022,233344834
899222333444000435,899222333444000435,8992,2233,3444,0004,35,4702,42956027,6801,93849700,410022,233344835
899222333444000436,899222333444000436,8992,2233,3444,0004,36,7400,25552335,1457,57187670,410022,233344836
899222333444000437,899222333444000437,8992,2233,3444,0004,37,6390,92890707,8657,86610862,410022,233344837
899222333444000438,899222333444000438,8992,2233,3444,0004,38,3803,67370934,7294,65025136,410022,233344838
899222333444000439,899222333444000439,8992,2233,3444,0004,39,9565,93860758,3806,21036451,410022,233344839
899222333444000440,899222333444000440,8992,2233,3444,0004,40,1835,65693701,1977,51673844,410022,233344840
899222333444000441,899222333444000441,8992,2233,3444,0004,41,3545,58387037,2223,73026329,410022,233344841
899222333444000442,899222333444000442,8992,2233,3444,0004,42,5752,44438417,9819,78756603,410022,233344842
899222333444000443,899222333444000443,8992,2233,3444,0004,43,7267,80081206,2414,67284033,410022,233344843
899222333444000444,899222333444000444,8992,2233,3444,0004,44,6212,57680214,2816,31064185,410022,233344844
899222333444000445,899222333444000445,8992,2233,3444,0004,45,9804,76922475,6508,94534366,410022,233344845
899222333444000446,899222333444000446,8992,2233,3444,0004,46,4137,84362700,7739,85087308,410022,233344846
899222333444000447,899222333444000447,8992,2233,3444,0004,47,8433,28895053,6800,95846043,410022,233344847
899222333444000448,899222333444000448,8992,2233,3444,0004,48,2634,67178671,2039,76834042,410022,233344848
899222333444000449,899222333444000449,8992,2233,3444,0004,49,6196,54366287,4494,69550719,410022,233344849
899222333444000450,899222333444000450,8992,2233,3444,0004,50,3289,41651589,5842,22876294,410022,233344850
899222333444000451,899222333444000451,8992,2233,3444,0004,51,2024,15756423,4592,67855766,410022,233344851
899222333444000452,899222333444000452,8992,2233,3444,0004,52,2476,98938104,2347,26993119,410022,233344852
899222333444000453,899222333444000453,8992,2233,3444,0004,53,7453,81300883,3088,41641385,410022,233344853
899222333444000454,899222333444000454,8992,2233,3444,0004,54,3005,42460476,3183,75414193,410022,233344854
899222333444000455,899222333444000455,8992,2233,3444,0004,55,3201,72674200,6000,18123409,410022,233344855
899222333444000456,899222333444000456,8992,2233,3444,0004,56,4104,71208828,6275,20996248,410022,233344856
899222333444000457,899222333444000457,8992,2233,3444,0004,57,9010,97900919,2885,94041208,410022,233344857
899222333444000458,899222333444000458,8992,2233,3444,0004,58,2893,62386942,3868,10099567,410022,233344858
899222333444000459,899222333444000459,8992,2233,3444,0004,59,5940,14617031,8334,30265236,410022,233344859
899222333444000460,899222333444000460,8992,2233,3444,0004,60,6847,18576361,1970,65821864,410022,233344860
899222333444000461,899222333444000461,8992,2233,3444,0004,61,6942,90342160,5150,80425087,410022,233344861
899222333444000462,899222333444000462,8992,2233,3444,0004,62,8248,89394924,7236,67810867,410022,233344862
899222333444000463,899222333444000463,8992,2233,3444,0004,63,6204,30276652,4765,10757672,410022,233344863
899222333444000464,899222333444000464,8992,2233,3444,0004,64,1307,62972787,9297,70178425,410022,233344864
899222333444000465,899222333444000465,8992,2233,3444,0004,65,8677,87425669,6724,60095592,410022,233344865
899222333444000466,899222333444000466,8992,2233,3444,0004,66,9560,94519932,9562,94137844,410022,233344866
899222333444000467,899222333444000467,8992,2233,3444,0004,67,1033,90529831,7073,89367845,410022,233344867
899222333444000468,899222333444000468,8992,2233,3444,0004,68,8876,29962694,7235,20942165,410022,233344868
899222333444000469,899222333444000469,8992,2233,3444,0004,69,9368,97980109,5952,20386594,410022,233344869
899222333444000470,899222333444000470,8992,2233,3444,0004,70,2829,78613924,4803,41090614,410022,233344870
899222333444000471,899222333444000471,8992,2233,3444,0004,71,3795,16600263,2847,92660106,410022,233344871
899222333444000472,899222333444000472,8992,2233,3444,0004,72,2779,47828398,9890,46546342,410022,233344872
899222333444000473,899222333444000473,8992,2233,3444,0004,73,2557,77150656,9419,45405814,410022,233344873
899222333444000474,899222333444000474,8992,2233,3444,0004,74,8853,20520654,5051,68060951,410022,233344874
899222333444000475,899222333444000475,8992,2233,3444,0004,75,7590,90601898,6484,45690667,410022,233344875
899222333444000476,899222333444000476,8992,2233,3444,0004,76,8649,25132447,7274,14019032,410022,233344876
899222333444000477,899222333444000477,8992,2233,3444,0004,77,1401,96043987,6279,97275467,410022,233344877
899222333444000478,899222333444000478,8992,2233,3444,0004,78,4106,17902467,6116,43509576,410022,233344878
899222333444000479,899222333444000479,8992,2233,3444,0004,79,4970,65965905,2233,67318086,410022,233344879
899222333444000480,899222333444000480,8992,2233,3444,0004,80,1138,30902562,9378,59969167,410022,233344880
899222333444000481,899222333444000481,8992,2233,3444,0004,81,7351,37395097,8240,43679559,410022,233344881
899222333444000482,899222333444000482,8992,2233,3444,0004,82,6079,13884126,2090,77759727,410022,233344882
899222333444000483,899222333444000483,8992,2233,3444,0004,83,7033,77491107,9522,31149934,410022,233344883
899222333444000484,899222333444000484,8992,2233,3444,0004,84,1621,19672278,8658,90569409,410022,233344884
899222333444000485,899222333444000485,8992,2233,3444,0004,85,6191,19701909,9729,24344836,410022,233344885
899222333444000486,899222333444000486,8992,2233,3444,0004,86,9062,95777562,1935,50611788,410022,233344886
899222333444000487,899222333444000487,8992,2233,3444,0004,87,3750,25065690,3685,83241303,410022,233344887
899222333444000488,899222333444000488,8992,2233,3444,0004,88,6491,38395598,5475,47117077,410022,233344888
899222333444000489,899222333444000489,8992,2233,3444,0004,89,1262,65071807,3443,82504564,410022,233344889
899222333444000490,899222333444000490,8992,2233,3444,0004,90,4935,38482783,5226,32938463,410022,233344890
899222333444000491,899222333444000491,8992,2233,3444,0004,91,6008,53237156,5569,84395402,410022,233344891
899222333444000492,899222333444000492,8992,2233,3444,0004,92,1081,13907500,3952,53100343,410022,233344892
899222333444000493,899222333444000493,8992,2233,3444,0004,93,5354,14180133,3430,33002394,410022,233344893
899222333444000494,899222333444000494,8992,2233,3444,0004,94,3460,53302964,2344,61383389,410022,233344894
899222333444000495,899222333444000495,8992,2233,3444,0004,95,1130,73086479,9060,89631825,410022,233344895
899222333444000496,899222333444000496,8992,2233,3444,0004,96,6047,30630871,2998,31612077,410022,233344896
899222333444000497,899222333444000497,8992,2233,3444,0004,97,3935,97774102,7280,36283844,410022,233344897
899222333444000498,899222333444000498,8992,2233,3444,0004,98,4134,83059844,6868,16609664,410022,233344898
899222333444000499,899222333444000499,8992,2233,3444,0004,99,1940,96340298,5878,31182691,410022,233344899
899222333444000500,899222333444000500,8992,2233,3444,0005,00,6117,71177475,5694,27683312,410022,233344900
899222333444000501,899222333444000501,8992,2233,3444,0005,01,9649,46551509,9605,90210394,410022,233344901
899222333444000502,899222333444000502,8992,2233,3444,0005,02,5727,88879613,5547,90741831,410022,233344902
899222333444000503,899222333444000503,8992,2233,3444,0005,03,2463,84061600,4161,18148110,410022,233344903
899222333444000504,899222333444000504,8992,2233,3444,0005,04,3943,77744396,8503,26006613,410022,233344904
899222333444000505,899222333444000505,8992,2233,3444,0005,05,5057,93213786,6489,42020000,410022,233344905
899222333444000506,899222333444000506,8992,2233,3444,0005,06,8413,92146783,1935,71944467,410022,233344906
899222333444000507,899222333444000507,8992,2233,3444,0005,07,6298,52449754,8301,75220972,410022,233344907
899222333444000508,899222333444000508,8992,2233,3444,0005,08,3722,64261582,7148,14157571,410022,233344908
899222333444000509,899222333444000509,8992,2233,3444,0005,09,9334,73353590,4207,70711970,410022,233344909
899222333444000510,899222333444000510,8992,2233,3444,0005,10,5433,85802871,2872,29805647,410022,233344910
899222333444000511,899222333444000511,8992,2233,3444,0005,11,4451,72267580,1345,39932280,410022,233344911
899222333444000512,899222333444000512,8992,2233,3444,0005,12,8523,43853482,1680,44314859,410022,233344912
899222333444000513,899222333444000513,8992,2233,3444,0005,13,5708,99087536,5897,23240326,410022,233344913
899222333444000514,899222333444000514,8992,2233,3444,0005,14,8511,46562595,2257,30659006,410022,233344914
899222333444000515,899222333444000515,8992,2233,3444,0005,15,5248,77150275,1635,73316641,410022,233344915
899222333444000516,899222333444000516,8992,2233,3444,0005,16,5303,36092554,9283,91701905,410022,233344916
899222333444000517,899222333444000517,8992,2233,3444,0005,17,1454,21472718,3278,35065262,410022,233344917
899222333444000518,899222333444000518,8992,2233,3444,0005,18,8429,35668616,3955,48583977,410022,233344918
899222333444000519,899222333444000519,8992,2233,3444,0005,19,6663,88858271,2952,37163445,410022,233344919
899222333444000520,899222333444000520,8992,2233,3444,0005,20,2808,25435494,3817,17671678,410022,233344920
899222333444000521,899222333444000521,8992,2233,3444,0005,21,6032,45182228,4674,94723546,410022,233344921
899222333444000522,899222333444000522,8992,2233,3444,0005,22,1806,26651014,3659,61330683,410022,233344922
899222333444000523,899222333444000523,8992,2233,3444,0005,23,9442,24905261,9394,51222942,410022,233344923
899222333444000524,899222333444000524,8992,2233,3444,0005,24,7203,17531607,3645,53825427,410022,233344924
899222333444000525,899222333444000525,8992,2233,3444,0005,25,8420,24259562,6835,35728809,410022,233344925
899222333444000526,899222333444000526,8992,2233,3444,0005,26,4733,57006757,8145,27001976,410022,233344926
899222333444000527,899222333444000527,8992,2233,3444,0005,27,3803,48952110,8543,51657519,410022,233344927
899222333444000528,899222333444000528,8992,2233,3444,0005,28,3708,65506934,7154,31176264,410022,233344928
899222333444000529,899222333444000529,8992,2233,3444,0005,29,2658,97029081,9616,87738348,410022,233344929
899222333444000530,899222333444000530,8992,2233,3444,0005,30,1866,56235683,2557,23688991,410022,233344930
899222333444000531,899222333444000531,8992,2233,3444,0005,31,1648,51992753,6329,63898929,410022,233344931
899222333444000532,899222333444000532,8992,2233,3444,0005,32,3527,51293732,1524,35425957,410022,233344932
899222333444000533,899222333444000533,8992,2233,3444,0005,33,5793,59190925,8554,68884890,410022,233344933
899222333444000534,899222333444000534,8992,2233,3444,0005,34,5330,42733692,5892,78985213,410022,233344934
899222333444000535,899222333444000535,8992,2233,3444,0005,35,7253,12976483,3061,68145307,410022,233344935
899222333444000536,899222333444000536,8992,2233,3444,0005,36,6092,52587374,1529,82186675,410022,233344936
899222333444000537,899222333444000537,8992,2233,3444,0005,37,6583,42393804,2335,95795580,410022,233344937
899222333444000538,899222333444000538,8992,2233,3444,0005,38,3240,34458692,6819,12668818,410022,233344938
899222333444000539,899222333444000539,8992,2233,3444,0005,39,9476,42071748,9330,31659176,410022,233344939
899222333444000540,899222333444000540,8992,2233,3444,0005,40,4498,45862613,2979,21661490,410022,233344940
899222333444000541,899222333444000541,8992,2233,3444,0005,41,5313,66785572,7480,76582051,410022,233344941
899222333444000542,899222333444000542,8992,2233,3444,0005,42,1321,42686108,2098,98129119,410022,233344942
899222333444000543,899222333444000543,8992,2233,3444,0005,43,6870,25033338,5881,63554022,410022,233344943
899222333444000544,899222333444000544,8992,2233,3444,0005,44,5177,24878675,2240,93371806,410022,233344944
899222333444000545,899222333444000545,8992,2233,3444,0005,45,6566,69850480,9442,38659470,410022,233344945
899222333444000546,899222333444000546,8992,2233,3444,0005,46,4346,31863720,2928,91819961,410022,233344946
899222333444000547,899222333444000547,8992,2233,3444,0005,47,7457,31716177,7694,83572578,410022,233344947
899222333444000548,899222333444000548,8992,2233,3444,0005,48,4816,35635596,7470,46247374,410022,233344948
899222333444000549,899222333444000549,8992,2233,3444,0005,49,5042,58948765,8013,84426059,410022,233344949
899222333444000550,899222333444000550,8992,2233,3444,0005,50,6366,20904633,9343,58218563,410022,233344950
899222333444000551,899222333444000551,8992,2233,3444,0005,51,7242,33703869,2432,74743767,410022,233344951
899222333444000552,899222333444000552,8992,2233,3444,0005,52,3512,55921435,1827,15886371,410022,233344952
899222333444000553,899222333444000553,8992,2233,3444,0005,53,6627,68611239,7575,37877346,410022,233344953
899222333444000554,899222333444000554,8992,2233,3444,0005,54,9303,68503071,9249,94533480,410022,233344954
899222333444000555,899222333444000555,8992,2233,3444,0005,55,1140,32232639,6535,49251041,410022,233344955
899222333444000556,899222333444000556,8992,2233,3444,0005,56,3647,30118063,9067,19529647,410022,233344956
899222333444000557,899222333444000557,8992,2233,3444,0005,57,4828,54378926,3107,12493703,410022,233344957
899222333444000558,899222333444000558,8992,2233,3444,0005,58,4882,83243695,2593,94355833,410022,233344958
899222333444000559,899222333444000559,8992,2233,3444,0005,59,9299,21298711,1693,12265405,410022,233344959
899222333444000560,899222333444000560,8992,2233,3444,0005,60,3631,30456708,2914,57330665,410022,233344960
899222333444000561,899222333444000561,8992,2233,3444,0005,61,7809,66964587,8312,11701425,410022,233344961
899222333444000562,899222333444000562,8992,2233,3444,0005,62,3526,95136933,6563,58146380,410022,233344962
899222333444000563,899222333444000563,8992,2233,3444,0005,63,2283,24158344,9602,18718186,410022,233344963
899222333444000564,899222333444000564,8992,2233,3444,0005,64,6570,47669369,9751,67282080,410022,233344964
899222333444000565,899222333444000565,8992,2233,3444,0005,65,9245,95802642,4399,91657779,410022,233344965
